timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651910133,service,frontend,Kubernetes Container Network Packet Loss,productcatalogservice2-0:0.578558588542687,frontend-1:0.5771687158169548,frontend-0:0.5688763687185034,frontend-2:0.5582261629332539,paymentservice2-0:0.5191951250102325,paymentservice-2:0.5158656198102601,frontend2-0:0.5080091250678362,productcatalogservice-2:0.5055336967448842,checkoutservice-2:0.49218099941128735,emailservice-1:0.4908571692087525,emailservice-2:0.4897016208981386,checkoutservice-1:0.4864259858342204,checkoutservice-0:0.48334289556714854,paymentservice-1:0.48297995459138954,shippingservice-0:0.4786997826414267,productcatalogservice-0:0.47410778174946483,recommendationservice-0:0.4671284300181753,shippingservice2-0:0.4649273806805285,paymentservice-0:0.46338883362823297,emailservice2-0:0.4504128717016544,productcatalogservice-1:0.44301104992666057,adservice2-0:0.4406478339347161,emailservice-0:0.43242085987685824,currencyservice-2:0.4298748945314809,shippingservice-2:0.42710964360233983,adservice-2:0.41695278331961,currencyservice-1:0.4166031851795852,shippingservice-1:0.41575486917550525,cartservice-0:0.41398821331566055,adservice-0:0.413519169131038,checkoutservice2-0:0.4111281168972307,currencyservice-0:0.4047450598036522,adservice-1:0.4034396728945389,recommendationservice-2:0.3940702985220164,cartservice-2:0.3893724153427331,currencyservice2-0:0.3849577196308424,recommendationservice2-0:0.37165843889746925,recommendationservice-1:0.3601421332659136,cartservice-1:0.29101372537211107,cartservice2-0:0.25836520172263744,node-5:0.10694495790652499,node-3:0.045272273429292874,node-1:0.02776281124835629,node-4:0.021748668925832212,node-2:0.019898992943937013,node-6:0.013350641151948806
1651913210,node,node-6,Node Disk Read I/O Consumption,node-6:0.5177492351764704,node-2:0.2468081198523754,node-3:0.24427413436326986,node-4:0.2227142494215211,node-1:0.20262442866698085,adservice-0:0.1716298969696003,productcatalogservice2-0:0.14765933343546414,currencyservice-1:0.1432873093146901,productcatalogservice-1:0.14066052282848457,frontend-1:0.13427661187684395,recommendationservice-2:0.1277689876881814,productcatalogservice-2:0.12130894376525714,frontend-2:0.11810913009880836,shippingservice-2:0.11361607704984372,productcatalogservice-0:0.11183784323804503,frontend-0:0.10987142162676895,paymentservice-2:0.10608337430101022,emailservice2-0:0.10257477999728197,frontend2-0:0.09836372872196593,adservice-2:0.09760119951999298,cartservice-2:0.09273699504216798,recommendationservice2-0:0.09259098896752277,paymentservice2-0:0.08793184354238882,cartservice2-0:0.08583989481893423,adservice-1:0.08478659902430004,currencyservice-2:0.08473386349975424,currencyservice-0:0.08190609669254693,checkoutservice2-0:0.08140476872247633,adservice2-0:0.08112703167764146,cartservice-1:0.07520288609510872,recommendationservice-1:0.07444501619060978,checkoutservice-1:0.06994571657409647,node-5:0.06831402304602398,currencyservice2-0:0.06652318942526572,shippingservice-1:0.06632922764574171,emailservice-0:0.06116619200353504,cartservice-0:0.05940102616543172,emailservice-1:0.05792150690022422,shippingservice2-0:0.057249342240453804,emailservice-2:0.055653867231374464,checkoutservice-0:0.05233077224401276,recommendationservice-0:0.05200528399142273,shippingservice-0:0.049161727534548866,paymentservice-1:0.04750650756696508,paymentservice-0:0.04747328361420285,checkoutservice-2:0.03573808615082496
1651915992,service,adservice,Kubernetes Container Memory Load,adservice2-0:0.4948511560030811,adservice-1:0.45380381215153337,adservice-2:0.44487139260778613,cartservice-2:0.40765836287328727,checkoutservice-2:0.3962928774850807,checkoutservice-0:0.3558764491184461,productcatalogservice-1:0.33409529352082495,adservice-0:0.33094598628013466,currencyservice2-0:0.3201123021261089,checkoutservice-1:0.31784009003188773,cartservice-0:0.3157215486822982,shippingservice-2:0.30870528217763055,recommendationservice-2:0.30624513685651306,productcatalogservice2-0:0.300758656467408,shippingservice-0:0.2940314746924432,frontend-0:0.29145968706710446,checkoutservice2-0:0.290537979677098,shippingservice2-0:0.2778339245972631,paymentservice-2:0.27053152108144923,emailservice2-0:0.2619693265388599,currencyservice-1:0.2576080657167409,frontend-1:0.24905428021481993,frontend-2:0.2418320511564059,emailservice-1:0.22801832165913014,productcatalogservice-2:0.2251846553244754,recommendationservice-0:0.21924810532826391,recommendationservice-1:0.2041769851471998,cartservice-1:0.2003601022793586,paymentservice-1:0.1945411293744833,shippingservice-1:0.19087585957768707,emailservice-2:0.18948165188181545,currencyservice-2:0.18523112402704942,productcatalogservice-0:0.18060124243055276,frontend2-0:0.17945205080941218,emailservice-0:0.17521071668759602,currencyservice-0:0.17280994251809936,paymentservice-0:0.15734144288570692,paymentservice2-0:0.1489590577350048,cartservice2-0:0.12991922113427576,recommendationservice2-0:0.12468771925773936,node-1:0.07420151139879153,node-6:0.057147347491012586,node-3:0.05129542682786076,node-2:0.0297160450259234,node-4:0.029572851820252363,node-5:0.028760300026716836
1651918114,node,node-1,Node Disk Write I/O Consumption,node-1:0.5748259481699735,cartservice-0:0.4878548907386613,cartservice-2:0.46016693426178823,cartservice-1:0.4121256513585399,node-3:0.36447492424646133,frontend-0:0.3428456730609493,adservice-2:0.32312437319377624,shippingservice-0:0.30927395183980927,cartservice2-0:0.3017958020710407,frontend-1:0.290278008573987,frontend-2:0.2876548358811404,paymentservice-2:0.2841658438831122,frontend2-0:0.282894230239289,adservice-1:0.28284572294639815,currencyservice-0:0.2774320304132205,recommendationservice2-0:0.27262765912369047,productcatalogservice-2:0.2724844879066326,node-6:0.2700692382147392,recommendationservice-0:0.26102895077881966,shippingservice-1:0.25671452584077115,emailservice-0:0.25542242723688546,adservice2-0:0.24946204566312116,emailservice-1:0.2494171579093718,currencyservice-2:0.24631258142726623,shippingservice-2:0.24308375445374067,productcatalogservice2-0:0.24250842394956626,checkoutservice-0:0.24005269419373923,currencyservice-1:0.23985241329690363,paymentservice-0:0.23787335736461782,emailservice-2:0.2363043817206282,productcatalogservice-1:0.22955488272706515,checkoutservice2-0:0.2241799016229303,recommendationservice-2:0.22324927152948446,shippingservice2-0:0.22163880707403064,paymentservice-1:0.21779677159221353,currencyservice2-0:0.21558194200934536,recommendationservice-1:0.21301248199949693,checkoutservice-1:0.20420088722535132,checkoutservice-2:0.20045369923866022,paymentservice2-0:0.15881416760278858,node-4:0.14814241646978535,productcatalogservice-0:0.14585160791063628,adservice-0:0.14425049972519116,emailservice2-0:0.13427351303717067,node-5:0.12476510642746075,node-2:0.11043780059645407
1651919818,service,frontend,Kubernetes Container Network Latency,emailservice-1:0.45989039393938613,cartservice2-0:0.4119444137920292,frontend-1:0.37270896792216,frontend-0:0.34856021148545874,frontend-2:0.3346536502244044,frontend2-0:0.3248193954400352,adservice2-0:0.3131398858012988,emailservice-2:0.2950721224840736,productcatalogservice-2:0.2893809465685023,checkoutservice-0:0.286654908064207,paymentservice-2:0.2863455360718598,paymentservice2-0:0.2777235630455886,productcatalogservice2-0:0.2741677908062356,adservice-2:0.24677448037005334,productcatalogservice-0:0.2445660611646362,productcatalogservice-1:0.23277023449777764,shippingservice-0:0.2245974054387946,currencyservice-0:0.2196073835279165,adservice-1:0.21722231134128753,currencyservice-1:0.2063520168256098,adservice-0:0.2033092645616336,shippingservice-1:0.19273611841665747,paymentservice-1:0.18816898319448572,currencyservice-2:0.18651000992463343,shippingservice2-0:0.18340933941295445,recommendationservice-0:0.17693627495922595,shippingservice-2:0.17683488099752956,paymentservice-0:0.17531572192583286,checkoutservice2-0:0.17088244419332013,recommendationservice-1:0.1679553071931629,recommendationservice-2:0.16765747902957218,recommendationservice2-0:0.16541257924564268,emailservice-0:0.16023228740650577,currencyservice2-0:0.15801023380489213,checkoutservice-1:0.15425548015740306,checkoutservice-2:0.14969671487501277,emailservice2-0:0.14781539724305198,cartservice-1:0.14156333814946212,cartservice-2:0.134348220211725,cartservice-0:0.12320640673839885,node-3:0.02739169011226839,node-5:0.022468998145063274,node-4:0.020776212626858755,node-2:0.020035648020631035,node-6:0.008874704978006824,node-1:0.008209364712278584
1651920562,pod,adservice-0,Kubernetes Container Write I/O Load,checkoutservice2-0:0.5033429531617881,emailservice-2:0.4949710479793547,adservice2-0:0.4898801954183502,adservice-1:0.4889053526689642,checkoutservice-0:0.4674490728826819,checkoutservice-1:0.45622007183814484,emailservice-0:0.4475379504368233,checkoutservice-2:0.444120038810833,adservice-0:0.442506660612741,paymentservice-2:0.43993783977151185,shippingservice-0:0.4371793197130913,frontend-0:0.3993299820234772,shippingservice-1:0.3918051172540451,frontend2-0:0.3888770024601213,currencyservice2-0:0.38798449676496904,paymentservice2-0:0.3871919680342169,recommendationservice2-0:0.37795269553919325,paymentservice-0:0.377031341304018,emailservice-1:0.3764148288110996,recommendationservice-0:0.3704899863774718,cartservice2-0:0.3660616759467858,paymentservice-1:0.3650049512771025,recommendationservice-2:0.3641686998037472,productcatalogservice-0:0.3513417361233597,productcatalogservice-2:0.3294061269348017,recommendationservice-1:0.32907863929521947,shippingservice2-0:0.3241332759824926,productcatalogservice-1:0.31931174867980117,cartservice-1:0.314704974223558,currencyservice-0:0.31427999449433947,currencyservice-2:0.2971726787464392,productcatalogservice2-0:0.28930496669421985,frontend-1:0.2869071464673769,currencyservice-1:0.2830456272306077,shippingservice-2:0.28063165743003626,cartservice-0:0.2780327619322353,cartservice-2:0.2596529474673503,adservice-2:0.25964848892789455,frontend-2:0.2538105466497157,emailservice2-0:0.24182040385438505,node-5:0.03267684665409192,node-6:0.019042450160252,node-3:0.017817433017768617,node-4:0.01346237646492267,node-1:0.006633694654396442,node-2:0.003963972797695767
1651922476,node,node-2,Node Disk Space Consumption,node-2:0.5810586888580448,node-3:0.35087022068138923,node-5:0.33091922027127785,node-4:0.26934316895443955,node-1:0.22166144441540428,checkoutservice2-0:0.21305833003978916,recommendationservice-2:0.21219525763483774,emailservice2-0:0.2069002897311001,recommendationservice-1:0.20054114170688117,productcatalogservice-2:0.19871518266480007,productcatalogservice2-0:0.19163995937586584,node-6:0.18789801514968732,productcatalogservice-1:0.1817481304195383,emailservice-1:0.1798112215457662,checkoutservice-0:0.1719523752323635,currencyservice2-0:0.16803935452762941,checkoutservice-2:0.16773162048912205,recommendationservice-0:0.1675462421357858,shippingservice-0:0.16660813331584604,emailservice-0:0.1659744742046587,currencyservice-1:0.16342813373002776,shippingservice-1:0.16102510855808624,checkoutservice-1:0.16099987407144356,shippingservice-2:0.15745224828906568,productcatalogservice-0:0.15533348645101533,shippingservice2-0:0.15448311328376638,frontend-1:0.15167411527477506,emailservice-2:0.15127316826905793,currencyservice-2:0.14934436176496296,currencyservice-0:0.1487919893850653,cartservice-0:0.14864102543856902,frontend-0:0.1480699015860448,recommendationservice2-0:0.14785208271514866,cartservice2-0:0.14400606676199434,adservice2-0:0.13664130081707818,paymentservice2-0:0.13372328366263808,adservice-1:0.13238716545217563,cartservice-2:0.13114260405262101,cartservice-1:0.12961959085006006,frontend2-0:0.129397799496455,adservice-2:0.1236247719466058,paymentservice-1:0.12263816012516192,paymentservice-0:0.11386185837000236,paymentservice-2:0.10964787204433522,adservice-0:0.1041815318188352,frontend-2:0.09460091856459946
1651926867,node,node-4,Node Memory Consumption,node-4:0.6151390773762537,node-2:0.3963208093703335,node-3:0.33233241230195426,node-6:0.30272944314532085,productcatalogservice-1:0.15502202802080814,recommendationservice-0:0.1424009668523857,productcatalogservice-2:0.141828963028522,checkoutservice-2:0.1371323989615207,currencyservice-0:0.13697749175415666,currencyservice-2:0.13428394903657281,emailservice-2:0.13251663156254295,adservice-1:0.13200260269872335,productcatalogservice-0:0.13116511751648324,checkoutservice-1:0.12742542996390432,cartservice2-0:0.1238062480769701,recommendationservice2-0:0.12020088964084062,frontend-2:0.11967298596966636,currencyservice-1:0.11741880650494885,checkoutservice2-0:0.11661607948057241,frontend-1:0.11636263532622904,paymentservice-1:0.11598074697506261,shippingservice-1:0.11539924465295859,checkoutservice-0:0.11469933180144219,paymentservice-0:0.11373303848401138,frontend-0:0.11302519600471472,cartservice-0:0.10998967086343876,recommendationservice-1:0.10621787425283714,shippingservice2-0:0.10566241516167725,emailservice-1:0.10535678659405345,cartservice-1:0.10518228130755558,currencyservice2-0:0.10450312380646821,productcatalogservice2-0:0.10320942355986928,shippingservice-0:0.10318355475418343,emailservice-0:0.10128469290551571,frontend2-0:0.10110296678946552,node-1:0.09992652850715711,recommendationservice-2:0.0987041961520092,adservice2-0:0.0968603564647827,shippingservice-2:0.09388004786501457,paymentservice2-0:0.07546179157720358,paymentservice-2:0.07469658807372954,adservice-0:0.07372919052007172,emailservice2-0:0.072719552069205,adservice-2:0.05779060505984418,cartservice-2:0.05709473702982643,node-5:0.05163375103093953
1651928188,node,node-5,Node Disk Read I/O Consumption,frontend-1:0.470146642490135,productcatalogservice-1:0.4543523500237685,productcatalogservice2-0:0.4409548855886554,frontend2-0:0.4139616447439755,frontend-0:0.4050471365267329,adservice-1:0.3929426733632499,frontend-2:0.3927364817725296,productcatalogservice-2:0.3790825089548861,recommendationservice2-0:0.3675131375887934,node-5:0.3475176929715409,currencyservice2-0:0.34136873663126194,checkoutservice2-0:0.34136470762504273,currencyservice-2:0.3411942437364957,adservice-0:0.33717050541092614,recommendationservice-0:0.33271714904866023,currencyservice-0:0.33210635728767995,shippingservice-0:0.33180710857750045,productcatalogservice-0:0.3311187417951935,recommendationservice-2:0.32762127234040644,cartservice-1:0.32612420286704374,checkoutservice-0:0.32485332629629554,checkoutservice-1:0.3222831579489782,shippingservice-1:0.32181373435687094,adservice2-0:0.31869596967528097,adservice-2:0.31445494666652624,paymentservice-2:0.3086253918782878,shippingservice2-0:0.3083257525911804,shippingservice-2:0.30459148323868357,cartservice2-0:0.2974042691478042,paymentservice-0:0.29690414323341424,paymentservice-1:0.29626991291552124,checkoutservice-2:0.2906944428789142,cartservice-0:0.28827967851843544,recommendationservice-1:0.2876498283016976,cartservice-2:0.27412890770523507,emailservice-1:0.25760776881921876,emailservice-2:0.25510551143579113,currencyservice-1:0.2512426205455226,emailservice-0:0.23048789834450542,paymentservice2-0:0.22422709290214837,emailservice2-0:0.2204787274188391,node-4:0.17926031979362841,node-3:0.16424599782329338,node-6:0.1637518735421913,node-2:0.12734770995053393,node-1:0.10470202105006493
1651929878,node,node-1,Node CPU Failure,productcatalogservice2-0:0.49237865314701046,recommendationservice-1:0.42968458904787554,productcatalogservice-0:0.39473291433923174,productcatalogservice-2:0.35070409228551885,frontend2-0:0.34613272756964125,productcatalogservice-1:0.3328855695621799,checkoutservice2-0:0.3282618964318173,checkoutservice-2:0.31200557298246073,recommendationservice-2:0.3110697526661017,recommendationservice2-0:0.310006940347803,cartservice-2:0.2992049980479816,shippingservice2-0:0.29507611481819124,node-1:0.2935854513561432,checkoutservice-1:0.2922779579507792,frontend-0:0.2884441121429207,frontend-2:0.2883245709688555,paymentservice2-0:0.2813905495003191,currencyservice2-0:0.27568975781492505,checkoutservice-0:0.2662374286630534,cartservice-1:0.26620372438450496,emailservice2-0:0.2649696807111325,recommendationservice-0:0.25970057964396615,adservice-2:0.23859070264154414,shippingservice-2:0.2385563868814176,emailservice-1:0.23594962208075917,shippingservice-0:0.23314492791599148,paymentservice-0:0.23039495596354842,cartservice2-0:0.22907308508874902,adservice-0:0.2260326322099877,paymentservice-1:0.2251093199901848,currencyservice-1:0.22254075343177837,shippingservice-1:0.20117752038688344,frontend-1:0.20001238929284448,emailservice-0:0.19473943299007415,cartservice-0:0.1918146544792697,emailservice-2:0.19175787175796075,adservice2-0:0.17461627946516534,paymentservice-2:0.17445442149510884,currencyservice-2:0.16565120540163072,node-2:0.16147053022965865,adservice-1:0.15962499115761172,currencyservice-0:0.1558479785966255,node-6:0.13295090953442384,node-3:0.12064996876492882,node-5:0.10842030117000544,node-4:0.09530496447385974
1651934221,pod,adservice2-0,Kubernetes Container Read I/O Load,paymentservice2-0:0.44832841659435396,adservice2-0:0.41515484043624645,cartservice2-0:0.39993883839208105,shippingservice2-0:0.38275043422982263,productcatalogservice2-0:0.3762516310451185,frontend-2:0.3746437172952865,emailservice2-0:0.3479876585987128,frontend-0:0.34587603009107754,frontend-1:0.3452844626598701,checkoutservice-1:0.3396820895211456,checkoutservice2-0:0.3339437470792523,shippingservice-1:0.32053295598197773,adservice-2:0.31331383965957255,emailservice-1:0.2945060417167105,frontend2-0:0.29158858147073186,checkoutservice-2:0.28982090188616005,cartservice-0:0.28590671861303824,currencyservice2-0:0.2828534709049931,productcatalogservice-0:0.27853493247309996,emailservice-2:0.27501156052687187,productcatalogservice-2:0.27354710467381665,checkoutservice-0:0.2715527701576018,recommendationservice2-0:0.260805218150086,paymentservice-0:0.25864439464171207,adservice-0:0.24354263503814458,productcatalogservice-1:0.24352812395250387,currencyservice-1:0.24311438158704826,cartservice-1:0.23759544066066662,paymentservice-2:0.23757270275834855,shippingservice-0:0.2316166334863362,cartservice-2:0.2254700929209088,adservice-1:0.22163398454271763,emailservice-0:0.21560474635390356,recommendationservice-2:0.21313755705334847,paymentservice-1:0.20081829282265137,shippingservice-2:0.1771982951689807,node-5:0.15370909814856712,currencyservice-2:0.13783438550334445,node-4:0.12703458181134286,node-3:0.1137821614254048,currencyservice-0:0.11365603450743728,recommendationservice-1:0.1107442864983913,node-6:0.10480119398124894,node-1:0.09978056516582912,recommendationservice-0:0.08828006770716383,node-2:0.08480945524722128
1651935446,service,adservice,Kubernetes Container Network Latency,frontend-2:0.5414789677066104,frontend-1:0.5336335415809585,frontend-0:0.5210840148170882,frontend2-0:0.433876810545702,productcatalogservice-2:0.34766281946479993,productcatalogservice-0:0.3236257451227363,cartservice-1:0.2972161619021875,recommendationservice2-0:0.2801192137473839,productcatalogservice2-0:0.26389235769374336,checkoutservice2-0:0.26260900384717883,emailservice2-0:0.2606836873105341,recommendationservice-1:0.24499198455293728,adservice-1:0.2333938567984798,paymentservice2-0:0.2297123488630334,shippingservice2-0:0.22965799395629707,adservice-2:0.22170584305136484,shippingservice-2:0.21153821222947514,cartservice-0:0.1938400708018099,adservice-0:0.19356688134741218,shippingservice-0:0.1924338350835113,productcatalogservice-1:0.1918789402633483,recommendationservice-2:0.18557080711311533,currencyservice2-0:0.16700709347611653,cartservice2-0:0.16235316080340143,checkoutservice-1:0.16155275559479979,checkoutservice-2:0.15725752964883524,checkoutservice-0:0.15620078096014256,recommendationservice-0:0.13324522204737133,cartservice-2:0.12714793358140183,shippingservice-1:0.1259739333607693,emailservice-0:0.11666968568763303,currencyservice-1:0.1051237618221922,currencyservice-0:0.09495851324908322,emailservice-1:0.09407630892360679,currencyservice-2:0.09125266974654161,adservice2-0:0.07706263004448412,node-5:0.07568126951988939,paymentservice-1:0.06684450789069403,emailservice-2:0.06279863515041216,node-6:0.06219588018376537,paymentservice-2:0.061076476071817515,node-2:0.05616014368457442,node-4:0.04817154800297152,paymentservice-0:0.04290829133115559,node-1:0.03518752499956088,node-3:0.02891608169605558
1652026980,pod,emailservice-0,Kubernetes Container Write I/O Load,productcatalogservice2-0:0.47872104990316,cartservice-0:0.46586033864151694,emailservice-0:0.4626028477193418,currencyservice2-0:0.4338464120862858,adservice2-0:0.4222018890145616,frontend2-0:0.4116789920973699,cartservice-2:0.39788511021064493,adservice-2:0.3889943729060982,cartservice2-0:0.3767814207758422,adservice-1:0.35729542412347215,cartservice-1:0.3322210426987744,productcatalogservice-1:0.33177384580951413,checkoutservice2-0:0.325906144107313,currencyservice-0:0.323444587081817,recommendationservice2-0:0.32304222014637235,currencyservice-1:0.31546447296567737,checkoutservice-2:0.31430999286071487,paymentservice-0:0.3108735518575021,adservice-0:0.3054414767413888,frontend-2:0.30434356065058765,paymentservice-2:0.2983903194494445,checkoutservice-0:0.2953861274026659,currencyservice-2:0.2847691964631232,recommendationservice-0:0.28335526020572077,emailservice2-0:0.2776202502358242,recommendationservice-1:0.2731995644388225,productcatalogservice-0:0.2689604467084562,paymentservice2-0:0.26885182311284667,frontend-1:0.26643829616120274,productcatalogservice-2:0.2658860621268394,emailservice-2:0.26401224038372006,paymentservice-1:0.26202377891995254,checkoutservice-1:0.24592278239560547,recommendationservice-2:0.22815971700367785,frontend-0:0.17579524195401697,shippingservice-2:0.15879822528688797,node-6:0.15088232458312034,shippingservice2-0:0.15007639129118672,shippingservice-1:0.1331425363520948,emailservice-1:0.1250209708686425,shippingservice-0:0.11798884777301122,node-5:0.0951944287877067,node-4:0.06185038558780477,node-3:0.05262801960239751,node-2:0.04297792620354816,node-1:0.04239651413437322
1652027890,pod,emailservice-1,Kubernetes Container Read I/O Load,emailservice-1:0.6052464772435698,node-6:0.4139219880417471,cartservice-1:0.4032710996707003,cartservice-0:0.40052866162934725,productcatalogservice2-0:0.396443928566625,currencyservice-0:0.3768435920815296,adservice2-0:0.37416635678998417,checkoutservice2-0:0.360235489930953,frontend-2:0.3425899152626646,checkoutservice-2:0.34093890667178667,currencyservice-2:0.3405974020932021,frontend2-0:0.33596222103839474,cartservice2-0:0.33408116328064247,frontend-0:0.3222346448534112,checkoutservice-0:0.32139444307233206,adservice-1:0.3138229831535843,currencyservice2-0:0.31300108158813505,frontend-1:0.31265735759458835,productcatalogservice-1:0.30806643626733865,currencyservice-1:0.3045293304958378,recommendationservice-2:0.29590089084007726,cartservice-2:0.29369971699299446,paymentservice-0:0.2911799163437175,emailservice2-0:0.27490533122241895,adservice-0:0.25811331255629316,productcatalogservice-0:0.25542431778931973,adservice-2:0.2525424014927203,paymentservice2-0:0.251813499422515,paymentservice-1:0.2510112142857144,productcatalogservice-2:0.24805669972229913,recommendationservice-1:0.2394413136777833,paymentservice-2:0.23391997319801386,checkoutservice-1:0.23341866874087555,recommendationservice2-0:0.23239698448261614,shippingservice-2:0.21466550876562254,shippingservice2-0:0.2102056310289914,shippingservice-1:0.2004447262773281,shippingservice-0:0.19867243204497112,recommendationservice-0:0.18853873308612346,emailservice-2:0.18613119600069608,node-2:0.1550521561282367,node-1:0.10819872679853976,emailservice-0:0.0646649901402221,node-5:0.05080217785524893,node-4:0.05048087450041878,node-3:0.03548155666883012
1652028651,service,checkoutservice,Kubernetes Container CPU Load,checkoutservice-0:0.657299274318116,checkoutservice2-0:0.6483787728723648,checkoutservice-1:0.6464019283261732,checkoutservice-2:0.6206007575008898,cartservice-0:0.497747029736513,adservice-2:0.49085606400563203,adservice-0:0.46944101659254683,recommendationservice-2:0.415329000406161,cartservice-1:0.40982910380281945,adservice2-0:0.39752003371397476,emailservice-2:0.3923978028337693,emailservice2-0:0.3916566972994575,cartservice2-0:0.3736622568777463,cartservice-2:0.34796258469271096,productcatalogservice-2:0.332224528165685,frontend-2:0.32844593755674695,currencyservice-0:0.32681165781882326,paymentservice2-0:0.3215230388138976,frontend2-0:0.3200583880644005,frontend-1:0.317962603832577,recommendationservice-0:0.3153467627524187,paymentservice-1:0.3146794106068937,currencyservice-1:0.3094647824958587,adservice-1:0.3094162129712666,paymentservice-2:0.30306740837132234,productcatalogservice-1:0.2824931134176291,paymentservice-0:0.2631643320726064,currencyservice-2:0.2436774472215235,recommendationservice-1:0.21841771848034033,recommendationservice2-0:0.20795192718858124,productcatalogservice2-0:0.18467831933998183,frontend-0:0.17522074683699196,emailservice-1:0.1625705903619827,productcatalogservice-0:0.15500605485695082,shippingservice-1:0.1346822253868077,emailservice-0:0.13264706311559502,shippingservice-2:0.11881607126314014,shippingservice-0:0.11459577889893953,currencyservice2-0:0.1054338583592837,shippingservice2-0:0.10523758454280756,node-3:0.03627618147965652,node-1:0.017778104922881822,node-5:0.012368039047780005,node-4:0.011506174889337735,node-2:0.010917755885222778,node-6:0.0066235963750745286
1652029802,pod,frontend-2,Kubernetes Container Network Packet Loss,frontend2-0:0.33999283877750947,currencyservice-0:0.3391386463624608,cartservice-0:0.33886829533102,cartservice-1:0.3264293519292384,adservice2-0:0.2947122281504071,recommendationservice-2:0.28872608906449965,adservice-0:0.2867624086792369,productcatalogservice-0:0.2802312519895944,adservice-1:0.27685792197823406,adservice-2:0.2742166931813693,currencyservice-2:0.26926957469433715,recommendationservice-1:0.2673228849060844,frontend-2:0.26583658009366823,emailservice-1:0.2654911217357486,cartservice-2:0.2574242566567177,recommendationservice2-0:0.25421726225426444,recommendationservice-0:0.2517092312588145,frontend-0:0.2514297291253475,emailservice-2:0.24804341076440883,cartservice2-0:0.2461694812369433,paymentservice-0:0.24607897597401637,shippingservice-2:0.2453941946798338,frontend-1:0.24289807157923068,paymentservice-2:0.23188970837510905,checkoutservice-1:0.2300714192841887,checkoutservice2-0:0.2294294704258527,currencyservice2-0:0.22400910184298242,shippingservice-0:0.21378571867947896,productcatalogservice-2:0.21107357905394222,emailservice2-0:0.21007116614408075,checkoutservice-0:0.20605527385081865,paymentservice2-0:0.20459962960956568,checkoutservice-2:0.20354568087503375,emailservice-0:0.20327260765767777,currencyservice-1:0.19696894785267519,productcatalogservice-1:0.19508355540830627,shippingservice-1:0.18840444493132305,paymentservice-1:0.17974973194305802,productcatalogservice2-0:0.1718131967956444,shippingservice2-0:0.16547662660964277,node-2:0.059586157105877786,node-1:0.05531903321487727,node-3:0.04600623263520582,node-6:0.03778084654104384,node-5:0.02406897833378996,node-4:0.011852949735044025
1652031460,service,shippingservice,Kubernetes Container Read I/O Load,shippingservice-0:0.7202273224833767,shippingservice-2:0.6890564606918878,shippingservice2-0:0.6752569420893563,shippingservice-1:0.6305638781302614,currencyservice-0:0.45755533411628874,currencyservice-1:0.3740929917757816,paymentservice-1:0.3691560968020942,cartservice-2:0.3688893694265299,adservice-0:0.3635281250180918,frontend-0:0.36075802884907526,cartservice-1:0.35646560930879656,emailservice2-0:0.35109473539715746,productcatalogservice-2:0.3422293314537816,currencyservice-2:0.3367494637343987,currencyservice2-0:0.33664839043120676,frontend-2:0.32658783778310857,cartservice-0:0.3132972583081832,productcatalogservice2-0:0.3125020561145369,frontend2-0:0.3091331478274643,recommendationservice2-0:0.3090700812567675,productcatalogservice-1:0.3057343827434771,adservice-2:0.292899591980525,cartservice2-0:0.29089261275651773,adservice2-0:0.2847004526181923,paymentservice-0:0.2797135751550687,recommendationservice-2:0.27871909337831197,paymentservice-2:0.24024698690754653,emailservice-0:0.23775513910020318,recommendationservice-1:0.23310348619074517,paymentservice2-0:0.21506520973512658,adservice-1:0.2144545976235455,emailservice-2:0.21001583089743467,checkoutservice2-0:0.2053396046280589,recommendationservice-0:0.20012458930499755,checkoutservice-2:0.1964794057673039,productcatalogservice-0:0.18843240003904405,frontend-1:0.18813227281614223,emailservice-1:0.15330837349412135,checkoutservice-1:0.1521438445288923,checkoutservice-0:0.11674235142200268,node-6:0.0001182676323156887,node-2:1.1049394550852849e-05,node-4:6.884679686595344e-06,node-3:6.764605046337774e-06,node-1:2.7977226690885707e-06,node-5:1.3557529997815102e-06
